지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
100,2001-01-03 23:00,-14.4,,10.7,270,52,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 00:00,-15,,12,270,47,.9,-23.5,913.3,1019.8,,,.9,,0,0,,,1800,,,,,,,
100,2001-01-04 01:00,-15.5,,10.9,270,47,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 02:00,-15.9,,9.5,270,49,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 03:00,-16.3,,8.6,270,51,.9,-24,915,1022.4,,,.9,,4,4,Ac,25,1200,12,,-15.5,,,,
100,2001-01-04 04:00,-16.7,,10.6,270,51,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 05:00,-17,,9.2,270,49,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 06:00,-17.1,,8.1,270,52,.8,-24.5,916.5,1024.3,,,.9,,0,0,,,1500,,,,,,,
100,2001-01-04 07:00,-17.6,,8,270,58,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 08:00,-17.4,,7.9,270,54,,,,,0,.01,,,,,,,,,,,,,,
100,2001-01-04 09:00,-16.6,,7.9,270,49,.8,-24.5,919,1026.8,0,.19,.9,,4,0,Ci,,2000,12,,-14,,,,
100,2001-01-04 10:00,-14.6,,8.9,270,41,,,,,.7,.75,,,,,,,,,,,,,,
100,2001-01-04 11:00,-12.7,,10.1,270,33,,,,,1,1.09,,,,,,,,,,,,,,
100,2001-01-04 12:00,-10.2,,9.2,250,29,.8,-24.5,919.1,1024.2,1,1.84,.9,,2,0,Ci,,2500,,,,,,,
100,2001-01-04 13:00,-9.2,,9.9,250,24,,,,,1,2,,,,,,,,,,,,,,
100,2001-01-04 14:00,-9.4,,11.2,250,25,,,,,1,1.9,,,,,,,,,,,,,,
100,2001-01-04 15:00,-9.4,,9,270,26,.8,-25,919.1,1023.8,1,1.59,.7,,0,0,,,2000,12,,-7.8,,,,
100,2001-01-04 16:00,-9.7,,9,250,26,,,,,1,1.07,,,,,,,,,,,,,,
100,2001-01-04 17:00,-10.8,,8.8,270,27,,,,,1,.45,,,,,,,,,,,,,,
100,2001-01-04 18:00,-11.9,,6.6,270,31,.8,-25.5,920.8,1026.8,.1,.01,.7,,0,0,,,1500,,,,,,,
100,2001-01-04 19:00,-12.7,,6.6,270,32,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 20:00,-13.2,,7.5,270,33,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 21:00,-13.6,,6.6,270,36,.8,-25.4,922.1,1029,,,.7,,0,0,,,1500,12,,-13.2,,,,
100,2001-01-04 22:00,-14.2,,6.7,270,40,,,,,,,,,,,,,,,,,,,,
100,2001-01-04 23:00,-14.9,,7.1,270,45,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 00:00,-15.3,,7.7,270,47,.9,-23.8,922.5,1030.2,,,.7,,0,0,,,1500,,,,,,,
100,2001-01-05 01:00,-15.6,,8.3,290,48,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 02:00,-15.2,,9,290,43,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 03:00,-15.4,,8.9,290,43,.8,-24.9,923.1,1030.9,,,.7,,0,0,,,1500,12,,-14.6,,,,
100,2001-01-05 04:00,-15.2,,8.1,270,41,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 05:00,-14.5,,7.5,290,33,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 06:00,-14.2,,5.6,270,32,.7,-27.2,923.4,1030.8,,,.7,,0,0,,,1500,,,,,,,
100,2001-01-05 07:00,-14.3,,6.1,270,33,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 08:00,-14.1,,4.7,270,33,,,,,0,.01,,,,,,,,,,,,,,
100,2001-01-05 09:00,-11.9,,4.5,270,28,.7,-26.4,925.4,1031.9,1,.36,.7,,0,0,,,2500,12,,-12.5,,,,
100,2001-01-05 10:00,-10.1,,5.4,270,27,,,,,1,.95,,,,,,,,,,,,,,
100,2001-01-05 11:00,-7.6,,6,250,32,,,,,1,1.46,,,,,,,,,,,,,,
100,2001-01-05 12:00,-5.9,,6.2,270,36,1.5,-18.2,925,1028.9,1,1.76,.6,,0,0,,,2500,,,,,,,
100,2001-01-05 13:00,-5.2,,6.5,270,38,,,,,1,1.96,,,,,,,,,,,,,,
100,2001-01-05 14:00,-5,,5.8,270,40,,,,,1,1.87,,,,,,,,,,,,,,
100,2001-01-05 15:00,-5.8,,6.3,270,43,1.7,-16.2,925.1,1029.1,1,1.58,.3,,1,1,Sc,5,2000,12,,-4.5,,,,
100,2001-01-05 16:00,-6.6,,5.9,270,46,,,,,1,1.09,,,,,,,,,,,,,,
100,2001-01-05 17:00,-8.3,,7.3,270,53,,,,,.9,.42,,,,,,,,,,,,,,
100,2001-01-05 18:00,-9.4,,5.9,270,59,1.9,-15.7,925.6,1031.1,0,.01,,,0,0,,,1800,,,,,,,
100,2001-01-05 19:00,-9.7,,5.2,270,61,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 20:00,-10,,4.8,270,61,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 21:00,-10.7,,4.1,270,58,1.6,-17.1,927.9,1034.1,,,,,0,0,,,1800,11,,-12.5,,,,
100,2001-01-05 22:00,-11,,4.5,290,53,,,,,,,,,,,,,,,,,,,,
100,2001-01-05 23:00,-11.5,,3.7,290,55,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 00:00,-12.4,,3.5,290,61,1.5,-18.1,927.6,1034.7,,,,,0,0,,,1800,,,,,,,
100,2001-01-06 01:00,-14.5,,3.2,270,70,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 02:00,-14.5,,3.1,270,71,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 03:00,-14.4,,2.9,270,73,1.5,-18,928.8,1036.9,,,,,0,0,,,1500,11,,-13.9,,,,
100,2001-01-06 04:00,-13.1,,4.4,290,66,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 05:00,-15.3,,3.3,270,74,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 06:00,-15.5,,3.9,270,75,1.4,-18.9,928.7,1037.3,,,,,3,0,Ci,,1200,,,,,,,
100,2001-01-06 07:00,-15.3,,3.2,270,76,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 08:00,-15.3,,2.7,270,73,,,,,0,.01,,,,,,,,,,,,,,
100,2001-01-06 09:00,-12.5,,1.6,250,62,1.5,-18.2,929.6,1036.9,1,.39,,,2,0,Ci,,2500,11,,-11,,,,
100,2001-01-06 10:00,-8.4,,1.7,250,50,,,,,1,.97,,,,,,,,,,,,,,
100,2001-01-06 11:00,-5.3,,.5,200,24,,,,,1,1.47,,,,,,,,,,,,,,
100,2001-01-06 12:00,-4.4,,1.6,90,21,.9,-23.2,929.8,1033.7,1,1.64,,,7,0,Ci,,2500,,,,,,,
100,2001-01-06 13:00,-3.7,,2.3,90,27,,,,,1,1.92,,,,,,,,,,,,,,
100,2001-01-06 14:00,-3.4,,2.6,90,43,,,,,1,1.87,,,,,,,,,,,,,,
100,2001-01-06 15:00,-4.2,,2.9,110,54,2.4,-11.8,928.4,1032,1,1.4,,,6,0,Cs,,2000,11,,-2.2,,,,
100,2001-01-06 16:00,-5.6,,2.6,110,69,,,,,.6,.64,,,,,,,,,,,,,,
100,2001-01-06 17:00,-6.5,,1.5,90,80,,,,,0,.22,,,,,,,,,,,,,,
100,2001-01-06 18:00,-6.8,,.7,70,85,3.1,-8.8,928.9,1033.7,0,.01,,,8,0,Ci,,2000,,,,,,,
100,2001-01-06 19:00,-6.5,,.4,360,84,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 20:00,-5.9,,1.2,50,87,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 21:00,-5.7,,1.4,50,89,3.5,-7.2,928.6,1032.9,,,,,10,10,As,25,1800,11,,-5.5,,,,
100,2001-01-06 22:00,-5.4,,.4,360,90,,,,,,,,,,,,,,,,,,,,
100,2001-01-06 23:00,-5.3,,.6,290,88,,,,,,,,,,,,,,,,,,,,
100,2001-01-07 00:00,-4.8,,1.6,50,88,3.8,-6.4,928,1031.8,,,,,10,10,As,25,1800,,,,,,,
100,2001-01-07 01:00,-4.7,,.7,90,89,,,,,,,,,,,,,,,,,,,,
100,2001-01-07 02:00,-4.6,,1.6,90,92,,,,,,,,,,,,,,,,,,,,
100,2001-01-07 03:00,-4.4,,.9,70,93,4.1,-5.3,926.8,1030.3,,,,,10,6,StAs,3,1500,11,,-5.3,,,,
100,2001-01-07 04:00,-4.2,,2,70,93,,,,,,,,,,,,,,,,,,,,
100,2001-01-07 05:00,-4.8,,1,70,96,,,,,,,,,,,,,,,5,,,,,
100,2001-01-07 06:00,-4.6,0,1.2,50,98,4.2,-4.9,923.1,1026.4,,,,,10,8,StNs,1,90,,5,,,,,
100,2001-01-07 07:00,-3.7,,2.4,90,98,,,,,,,,,,,,,,,5,,,,,
100,2001-01-07 08:00,-3.3,,3.1,90,98,,,,,0,0,,,,,,,,,5,,,,,
100,2001-01-07 09:00,-3.3,1.6,1.6,70,97,4.7,-3.6,922.1,1024.6,0,.03,3,3,10,7,StNs,2,80,17,5,-3.5,,,,
100,2001-01-07 10:00,-3.1,,2.2,70,98,,,,,0,.07,,,,,,,,,5,,,,,
100,2001-01-07 11:00,-3.1,,3.4,70,98,,,,,0,.1,,,,,,,,,5,,,,,
100,2001-01-07 12:00,-3.2,11.1,3.5,70,97,4.7,-3.5,918.9,1021.1,0,.12,10.4,7.4,10,7,StNs,2,30,,5,,,,,
100,2001-01-07 13:00,-3.5,,4.1,70,97,,,,,0,.15,,,,,,,,,5,,,,,
100,2001-01-07 14:00,-3.5,,2.8,70,97,,,,,0,.14,,,,,,,,,5,,,,,
100,2001-01-07 15:00,-3.5,19.2,3.1,70,97,4.6,-3.8,915.3,1017.2,0,.12,34.5,24.1,10,7,StNs,2,30,19,5,-3.6,,,,
100,2001-01-07 16:00,-3.1,,2.9,70,98,,,,,0,.11,,,,,,,,,5,,,,,
100,2001-01-07 17:00,-3,,3.2,70,98,,,,,0,0,,,,,,,,,5,,,,,
100,2001-01-07 18:00,-3.3,21.2,3.2,70,98,4.7,-3.5,915,1016.8,0,0,58.6,24.1,10,7,StNs,2,20,,5,,,,,
100,2001-01-07 19:00,-3.4,,2.6,50,98,,,,,,,,,,,,,,,5,,,,,
100,2001-01-07 20:00,-3.6,,2.6,50,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-07 21:00,-3.5,17.9,2,50,97,4.6,-3.8,916.6,1018.6,,,79.8,21.2,10,7,StNs,2,20,19,5,-2.4,,,,
100,2001-01-07 22:00,-3.5,,1.5,20,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-07 23:00,-3.6,,1.5,360,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-08 00:00,-3.8,9.6,1.4,20,97,4.5,-4.1,918.1,1020.4,,,87.7,7.9,10,7,StNs,2,20,,5,,,,,
100,2001-01-08 01:00,-3.9,,1.5,50,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-08 02:00,-3.9,,1.2,50,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-08 03:00,-3.9,6.7,1,20,97,4.4,-4.2,919.6,1022.1,,,93.9,6.8,10,7,StNs,2,20,19,5,-2.2,,,,
100,2001-01-08 04:00,-3.8,,1.2,70,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-08 05:00,-3.9,,1,50,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-08 06:00,-4,2.8,.6,20,97,4.4,-4.3,920.9,1023.6,,,97,3.1,10,7,StNs,2,30,,5,,,,,
100,2001-01-08 07:00,-4.1,,.5,270,97,,,,,,,,,,,,,,,5,,,,,
100,2001-01-08 08:00,-4.2,,1.1,50,97,,,,,0,.01,,,,,,,,,5,,,,,
100,2001-01-08 09:00,-4.1,3.1,.6,360,97,4.4,-4.4,923,1026,0,.09,98,1,10,7,ScNs,2,60,19,5,-2.1,,,,
100,2001-01-08 10:00,-4,,.7,70,97,,,,,0,.19,,,,,,,,,5,,,,,
100,2001-01-08 11:00,-4,,1,90,97,,,,,0,.28,,,,,,,,,5,,,,,
100,2001-01-08 12:00,-3.9,.4,.7,70,97,4.4,-4.2,923.4,1026.3,0,.38,98.2,.3,10,6,ScAs,4,300,,1905,,,,,
100,2001-01-08 13:00,-3.8,,.5,70,97,,,,,0,.6,,,,,,,,,19,,,,,
100,2001-01-08 14:00,-3.7,,.6,70,98,,,,,0,.62,,,,,,,,,19,,,,,
100,2001-01-08 15:00,-3.9,,1.7,90,97,4.4,-4.2,923.5,1026.5,0,.51,98,,10,6,ScAs,5,150,19,19,-1.9,,,,
100,2001-01-08 16:00,-3.6,,2,90,97,,,,,0,.35,,,,,,,,,19,,,,,
100,2001-01-08 17:00,-3.8,,2.3,90,97,,,,,0,.14,,,,,,,,,19,,,,,
100,2001-01-08 18:00,-3.8,0,1,90,97,4.5,-4.1,923.5,1026.5,0,0,97.8,,10,6,StNs,2,300,,1905,,,,,
100,2001-01-08 19:00,-3.7,,.5,70,97,,,,,,,,,,,,,,,1905,,,,,
100,2001-01-08 20:00,-3.5,,.4,90,97,,,,,,,,,,,,,,,1905,,,,,
100,2001-01-08 21:00,-3.5,.3,.5,90,97,4.6,-3.8,923.4,1026.2,,,97.9,.1,10,6,StNs,2,200,19,1905,-1.9,,,,
100,2001-01-08 22:00,-3.3,,.9,70,98,,,,,,,,,,,,,,,1905,,,,,
100,2001-01-08 23:00,-3.4,,.2,0,98,,,,,,,,,,,,,,,1905,,,,,
100,2001-01-09 00:00,-3.4,0,.5,230,98,4.6,-3.7,923.6,1026.4,,,97.9,0,10,6,ScAs,4,500,,1905,,,,,
100,2001-01-09 01:00,-3.7,,1.2,270,97,,,,,,,,,,,,,,,19,,,,,
100,2001-01-09 02:00,-3.9,,.4,270,97,,,,,,,,,,,,,,,19,,,,,
100,2001-01-09 03:00,-4.2,,.3,250,97,4.3,-4.6,921.9,1024.8,,,97.9,,10,6,ScAs,4,800,19,19,-2.4,,,,
100,2001-01-09 04:00,-3.9,,.3,320,97,,,,,,,,,,,,,,,19,,,,,
100,2001-01-09 05:00,-3.7,,.3,50,97,,,,,,,,,,,,,,,19,,,,,
100,2001-01-09 06:00,-4.1,,1.1,250,96,4.3,-4.6,919.7,1022.3,,,97.9,,10,6,StAs,4,1000,,19,,,,,
100,2001-01-09 07:00,-2.4,,1.8,160,98,,,,,,,,,,,,,,,,,,,,
100,2001-01-09 08:00,-1.5,,1,160,99,,,,,0,.01,,,,,,,,,,,,,,
100,2001-01-09 09:00,-1.7,,2,290,99,5.3,-1.8,916.1,1017.3,0,.08,97.3,,10,10,As,24,1200,19,,-1.5,,,,
100,2001-01-09 10:00,-1,,1.2,270,99,,,,,0,.36,,,,,,,,,,,,,,
100,2001-01-09 11:00,-.8,,1.6,270,99,,,,,0,.48,,,,,,,,,5,,,,,
100,2001-01-09 12:00,-.4,.8,1.1,250,99,5.9,-.4,913.4,1013.8,0,.44,95.7,.3,10,6,StNs,2,500,,5,,,,,
100,2001-01-09 13:00,0,,1.1,250,99,,,,,0,.36,,,,,,,,,5,,,,,
100,2001-01-09 14:00,.2,,.9,250,99,,,,,0,.35,,,,,,,,,5,,,,,
100,2001-01-09 15:00,.2,2.1,3.2,250,99,6.2,.2,910.1,1009.9,0,0,96.4,1.1,10,7,StNs,2,300,19,5,-.8,,,,
100,2001-01-09 16:00,.1,,4.1,270,99,,,,,0,.22,,,,,,,,,5,,,,,
100,2001-01-09 17:00,-.5,,4.6,270,99,,,,,0,.09,,,,,,,,,5,,,,,
100,2001-01-09 18:00,-.9,.5,5.4,270,99,5.7,-.9,910,1010.2,0,.01,96.1,.1,10,7,StAs,3,800,,5,,,,,
100,2001-01-09 19:00,-1.6,,6,270,99,,,,,,,,,,,,,,,5,,,,,
100,2001-01-09 20:00,-2.3,,7.4,270,98,,,,,,,,,,,,,,,5,,,,,
100,2001-01-09 21:00,-3.4,0,10,270,96,4.6,-3.8,910.2,1011.4,,,96.1,,6,6,Sc,6,1200,19,,-1.5,,,,
100,2001-01-09 22:00,-4.3,,7.4,270,95,,,,,,,,,,,,,,,,,,,,
100,2001-01-09 23:00,-5.4,,8,270,93,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 00:00,-6.8,,6.5,270,92,3.4,-7.8,910.7,1013.4,,,96.1,,2,2,Sc,6,1500,,,,,,,
100,2001-01-10 01:00,-7.9,,4,270,91,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 02:00,-8.8,,4,270,91,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 03:00,-9.4,,4.7,270,89,2.6,-10.9,912.6,1016.6,,,96.1,,2,0,Ci,,1500,19,,-4,,,,
100,2001-01-10 04:00,-9.9,,5,270,84,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 05:00,-11.1,,4.6,270,84,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 06:00,-11.4,,3.6,290,85,2.2,-13.3,914.5,1019.6,,,96.1,,0,0,,,1500,,,,,,,
100,2001-01-10 07:00,-12.3,,4.8,270,89,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 08:00,-14.6,,5.5,250,90,,,,,0,.03,,,,,,,,,,,,,,
100,2001-01-10 09:00,-12.1,,4.8,270,87,2.1,-13.8,915.4,1020.9,.9,.43,96.1,,0,0,,,1800,19,,-3.5,,,,
100,2001-01-10 10:00,-9.7,,4.6,250,81,,,,,1,.9,,,,,,,,,,,,,,
100,2001-01-10 11:00,-7.5,,3.7,270,68,,,,,1,1.12,,,,,,,,,,,,,,
100,2001-01-10 12:00,-5.8,,2.9,270,56,2.2,-13,915,1017.7,1,1.29,95.5,,0,0,,,1800,,,,,,,
100,2001-01-10 13:00,-4.5,,2.9,250,57,,,,,1,1.28,,,,,,,,,,,,,,
100,2001-01-10 14:00,-3.7,,3.3,250,53,,,,,1,1.15,,,,,,,,,,,,,,
100,2001-01-10 15:00,-3.3,,3.4,250,51,2.4,-11.8,912.5,1013.9,1,1.02,85.5,,0,0,,,1800,19,,-3.4,,,,
100,2001-01-10 16:00,-3.7,,2.7,290,49,,,,,1,.64,,,,,,,,,,,,,,
100,2001-01-10 17:00,-5.7,,3.6,290,60,,,,,1,.28,,,,,,,,,,,,,,
100,2001-01-10 18:00,-8.4,,3.3,250,76,2.4,-11.8,912.1,1015.6,0,.01,58.5,,0,0,,,1800,,,,,,,
100,2001-01-10 19:00,-9.1,,6.2,250,82,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 20:00,-10.1,,5.8,270,79,,,,,,,,,,,,,,,,,,,,
100,2001-01-10 21:00,-10.3,,7.3,270,83,2.3,-12.5,911.1,1015.3,,,58.5,,0,0,,,1500,19,,-9.5,,,,
