지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
100,2004-01-02 08:00,-1.9,,4,270,96,,,,,0,0,1.7,,,,,,,,1905,,,,,
100,2004-01-02 09:00,-1.9,.6,5.3,270,90,4.7,-3.6,914.5,1015.6,0,.12,1.7,1.1,4,4,Sc,5,350,17,19,-2.1,,,,
100,2004-01-02 10:00,-1.2,,7.1,270,78,,,,,.8,.77,1.6,,,,,,,,19,,,,,
100,2004-01-02 11:00,-1,,7.7,270,78,,,,,1,1.29,1.4,,,,,,,,19,,,,,
100,2004-01-02 12:00,-1,,7.9,270,77,4.3,-4.6,913,1013.6,1,1.6,1.1,,3,3,Sc,4,600,,19,,,,,
100,2004-01-02 13:00,-1.6,,7.4,270,80,,,,,.9,1.55,.7,,,,,,,,19,,,,,
100,2004-01-02 14:00,-1.1,,8.6,270,68,,,,,.8,1.48,.4,,,,,,,,19,,,,,
100,2004-01-02 15:00,-1.1,,8.7,270,61,3.4,-7.8,912.3,1012.9,1,1.32,.2,,4,4,Sc,5,450,16,19,2.2,,,,
100,2004-01-02 16:00,-1.7,,8.7,270,58,,,,,.8,.8,.2,,,,,,,,19,,,,,
100,2004-01-02 17:00,-3.1,,8.4,270,60,,,,,.7,.23,.2,,,,,,,,,,,,,
100,2004-01-02 18:00,-3.5,,7.8,270,60,2.7,-10.6,913.8,1015.5,0,0,.2,,0,0,,,1500,,,,,,,
100,2004-01-02 19:00,-3.9,,6,270,56,,,,,,,,,,,,,,,,,,,,
100,2004-01-02 20:00,-4.4,,5.8,270,53,,,,,,,,,,,,,,,,,,,,
100,2004-01-02 21:00,-4.9,,6.4,270,54,2.2,-13.4,915.5,1018,,,.2,,0,0,,,1500,16,,-6,,,,
100,2004-01-02 22:00,-5.3,,7.7,270,59,,,,,,,.2,,,,,,,,,,,,,
100,2004-01-02 23:00,-5.3,,6,270,59,,,,,,,.2,,,,,,,,,,,,,
100,2004-01-03 00:00,-5.5,,5.9,270,63,2.4,-12.2,916.2,1019,,,.2,,3,3,Sc,5,1500,,,,,,,
100,2004-01-03 01:00,-5.1,,5,270,70,,,,,,,,,,,,,,,,,,,,
100,2004-01-03 02:00,-4.7,,5,270,78,,,,,,,.2,,,,,,,,5,,,,,
100,2004-01-03 03:00,-4.7,0,5.1,270,79,3.6,-7.1,915,1017.3,,,.2,,1,1,Sc,5,1000,16,5,-4,,,,
100,2004-01-03 04:00,-4.2,,6,270,78,,,,,,,.2,,,,,,,,,,,,,
100,2004-01-03 05:00,-3.9,,6.3,270,83,,,,,,,.3,,,,,,,,5,,,,,
100,2004-01-03 06:00,-4,.2,5.7,270,79,3.7,-6.7,915.3,1017.5,,,.4,.2,2,2,Sc,5,1000,,5,,,,,
100,2004-01-03 07:00,-3.8,,5.3,270,82,,,,,,,.4,,,,,,,,,,,,,
100,2004-01-03 08:00,-3.7,,4,270,83,,,,,0,0,.4,,,,,,,,,,,,,
100,2004-01-03 09:00,-3.2,,4.7,270,79,3.8,-6.4,919,1021.3,.4,.25,.4,,2,2,Sc,4,1200,16,,-3.5,,,,
100,2004-01-03 10:00,-1.3,,4.5,270,64,,,,,1,.71,,,,,,,,,,,,,,
100,2004-01-03 11:00,-.3,,5,250,57,,,,,1,1.31,,,,,,,,,,,,,,
100,2004-01-03 12:00,.9,,4.1,270,48,3.2,-8.7,920,1020.5,1,1.64,,,0,0,,,1200,,,,,,,
100,2004-01-03 13:00,1.3,,5.6,250,43,,,,,1,1.79,,,,,,,,,,,,,,
100,2004-01-03 14:00,1.8,,5.4,250,39,,,,,1,1.69,,,,,,,,,,,,,,
100,2004-01-03 15:00,1.6,,5.3,250,33,2.3,-12.8,919.5,1019.7,1,1.35,,,0,0,,,1500,1,,7.8,,,,
100,2004-01-03 16:00,.8,,5,250,29,,,,,1,.83,,,,,,,,,,,,,,
100,2004-01-03 17:00,-.8,,3.7,270,35,,,,,.5,.28,,,,,,,,,,,,,,
100,2004-01-03 18:00,-2.3,,3.4,270,42,2.1,-13.8,921,1023,0,0,,,0,0,,,1500,,,,,,,
100,2004-01-03 19:00,-2.6,,3.3,270,47,,,,,,,,,,,,,,,,,,,,
100,2004-01-03 20:00,-3.1,,5.6,270,46,,,,,,,,,,,,,,,,,,,,
100,2004-01-03 21:00,-3.5,,5,270,44,2,-14.5,922.6,1025.3,,,,,0,0,,,1500,4,,-5.5,,,,
100,2004-01-03 22:00,-4.1,,4.7,270,46,,,,,,,,,,,,,,,,,,,,
100,2004-01-03 23:00,-4.4,,3.6,270,48,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 00:00,-5.1,,4.1,250,50,2,-14.6,923.5,1027,,,,,0,0,,,1500,,,,,,,
100,2004-01-04 01:00,-6,,4.1,250,55,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 02:00,-5.6,,5,270,56,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 03:00,-5.6,,4.8,270,57,2.2,-13.5,924.2,1027.9,,,,,0,0,,,1500,4,,-7.4,,,,
100,2004-01-04 04:00,-5.9,,5.1,290,54,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 05:00,-6.1,,5,270,49,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 06:00,-9.7,,2.3,270,68,1.8,-15.8,924.8,1030.4,,,,,0,0,,,1500,,,,,,,
100,2004-01-04 07:00,-10.2,,3.4,270,69,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 08:00,-11.8,,3,270,72,,,,,0,0,,,,,,,,,,,,,,
100,2004-01-04 09:00,-7.8,,3,270,55,1.7,-16.3,926.2,1031.1,.8,.27,,,0,0,,,2500,4,,-8.6,,,,
100,2004-01-04 10:00,-3.5,,2.6,270,46,,,,,1,.85,,,,,,,,,,,,,,
100,2004-01-04 11:00,-.1,,3.1,250,21,,,,,1,1.23,,,,,,,,,,,,,,
100,2004-01-04 12:00,2,,2,230,17,1.2,-20.5,925.5,1026.2,1,1.49,,,0,0,,,2500,,,,,,,
100,2004-01-04 13:00,3.1,,2.1,230,12,,,,,1,1.6,,,,,,,,,,,,,,
100,2004-01-04 14:00,2.9,,2,290,13,,,,,1,1.48,,,,,,,,,,,,,,
100,2004-01-04 15:00,3.3,,2.3,250,13,1,-22.6,924.8,1024.9,1,1.21,,,0,0,,,2500,1,,12.4,,,,
100,2004-01-04 16:00,2.3,,3,270,13,,,,,1,.78,,,,,,,,,,,,,,
100,2004-01-04 17:00,.3,,2.2,270,16,,,,,.7,.29,,,,,,,,,,,,,,
100,2004-01-04 18:00,-2.9,,1.8,290,27,1.3,-19.8,925.2,1027.9,0,.03,,,0,0,,,2500,,,,,,,
100,2004-01-04 19:00,-2.8,,2.9,270,31,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 20:00,-3.6,,2.7,270,36,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 21:00,-3.5,,3.9,290,37,1.7,-16.6,926.2,1029.3,,,,,0,0,,,2500,4,,-5.7,,,,
100,2004-01-04 22:00,-4.1,,3.4,270,40,,,,,,,,,,,,,,,,,,,,
100,2004-01-04 23:00,-4.5,,3.9,290,41,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 00:00,-6.9,,2.8,270,50,1.7,-16.5,926.4,1030.9,,,,,0,0,,,2500,,,,,,,
100,2004-01-05 01:00,-8.6,,2.8,270,59,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 02:00,-7.7,,3.1,270,53,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 03:00,-9.3,,2.8,270,62,1.7,-16.5,926.4,1031.9,,,,,0,0,,,2500,4,,-9.4,,,,
100,2004-01-05 04:00,-10.2,,2.9,270,65,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 05:00,-10.8,,3.3,270,67,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 06:00,-11,,2.5,290,69,1.6,-17,925.7,1031.9,,,,,0,0,,,2500,,,,,,,
100,2004-01-05 07:00,-10.4,,3,290,66,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 08:00,-10.4,,2.3,270,65,,,,,0,0,,,,,,,,,,,,,,
100,2004-01-05 09:00,-7.4,,2.6,250,56,1.8,-15.7,926.8,1031.6,.6,.31,,,0,0,,,3000,4,,-7.5,,,,
100,2004-01-05 10:00,-3.4,,2.8,250,45,,,,,1,.78,,,,,,,,,,,,,,
100,2004-01-05 11:00,1.5,,2.3,270,26,,,,,1,1.2,,,,,,,,,,,,,,
100,2004-01-05 12:00,3.3,,2.9,250,22,1.7,-16.3,926,1026.2,1,1.45,,,0,0,,,2000,,,,,,,
100,2004-01-05 13:00,4.3,,3.7,250,21,,,,,1,1.5,,,,,,,,,,,,,,
100,2004-01-05 14:00,4.3,,3.5,250,20,,,,,1,1.34,,,,,,,,,,,,,,
100,2004-01-05 15:00,4,,3.1,250,20,1.7,-16.9,924.9,1024.7,1,1.06,,,1,0,Ci,,1800,0,,11.3,,,,
100,2004-01-05 16:00,2.6,,2.7,270,25,,,,,1,.66,,,,,,,,,,,,,,
100,2004-01-05 17:00,.6,,2.1,270,30,,,,,.3,.22,,,,,,,,,,,,,,
100,2004-01-05 18:00,-1.9,,2,270,34,1.8,-16,925.1,1027.3,0,0,,,2,0,Ci,,1800,,,,,,,
100,2004-01-05 19:00,-3.1,,2.4,270,41,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 20:00,-2.9,,3.6,270,39,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 21:00,-2.9,,4,290,38,1.8,-15.7,925.9,1028.7,,,,,1,0,Ci,,1800,0,,-5.5,,,,
100,2004-01-05 22:00,-3.1,,4.1,290,39,,,,,,,,,,,,,,,,,,,,
100,2004-01-05 23:00,-3.4,,4,290,41,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 00:00,-6.4,,3.6,270,56,2,-14.6,926,1030.2,,,,,1,0,Ci,,1800,,,,,,,
100,2004-01-06 01:00,-5,,3.2,290,58,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 02:00,-7.3,,2.5,270,67,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 03:00,-7.4,,2.7,270,69,2.3,-13.1,925.5,1030.1,,,,,0,0,,,1500,0,,-8.5,,,,
100,2004-01-06 04:00,-8.8,,3.1,270,78,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 05:00,-9.5,,3.2,270,82,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 06:00,-10.6,,2.9,270,85,2.1,-14,924.9,1030.9,,,,,0,0,,,1500,,,,,,,
100,2004-01-06 07:00,-9.8,,2.8,270,89,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 08:00,-10.8,,1.6,270,89,,,,,0,.02,,,,,,,,,,,,,,
100,2004-01-06 09:00,-7.7,,3.1,250,81,2.6,-11.4,925.2,1030,.7,.46,,,0,0,,,1800,0,,-7.7,,,,
100,2004-01-06 10:00,-3.2,,.7,250,70,,,,,1,1,,,,,,,,,,,,,,
100,2004-01-06 11:00,.3,,2.7,250,60,,,,,1,1.24,,,,,,,,,,,,,,
100,2004-01-06 12:00,3.1,,1.7,230,36,2.8,-10.4,923.4,1023.5,1,1.7,,,3,0,Ci,,1800,,,,,,,
100,2004-01-06 13:00,3.2,,1.8,110,34,,,,,1,1.67,,,,,,,,,,,,,,
100,2004-01-06 14:00,3.4,,1.9,110,38,,,,,1,1.59,,,,,,,,,,,,,,
100,2004-01-06 15:00,2.5,,2.2,110,48,3.6,-7.2,922.3,1022.4,1,1.15,,,7,0,Ci,,1500,0,,10.8,,,,
100,2004-01-06 16:00,.9,,2,90,60,,,,,.8,.61,,,,,,,,,,,,,,
100,2004-01-06 17:00,-.4,,.5,70,66,,,,,0,.23,,,,,,,,,,,,,,
100,2004-01-06 18:00,-1.4,,1.7,270,60,3.3,-8.4,923,1024.8,0,0,,,8,0,Ci,,1500,,,,,,,
100,2004-01-06 19:00,-1.3,,2.7,290,55,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 20:00,-1.7,,2.7,270,62,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 21:00,-2.1,,3.4,270,70,3.6,-7.1,922.8,1024.9,,,,,8,0,Ci,,1500,0,,-3.2,,,,
100,2004-01-06 22:00,-2.2,,4.3,270,76,,,,,,,,,,,,,,,,,,,,
100,2004-01-06 23:00,-2.4,,4.3,270,77,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 00:00,-2.5,,4.3,270,80,4,-5.8,922.2,1024.4,,,,,10,3,ScAs,6,1500,,,,,,,
100,2004-01-07 01:00,-2.9,,4.9,270,82,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 02:00,-3.3,,5.7,270,84,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 03:00,-3.3,,5,270,85,3.9,-5.9,921.5,1024,,,,,3,3,Sc,5,1200,0,,-5,,,,
100,2004-01-07 04:00,-3.1,,6.6,270,85,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 05:00,-3,,7.3,270,83,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 06:00,-3.3,,6.5,270,82,3.8,-6.4,920.5,1022.8,,,,,0,0,,,1000,,,,,,,
100,2004-01-07 07:00,-3.9,,6.2,270,81,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 08:00,-4,,6.9,270,80,,,,,0,0,,,,,,,,,,,,,,
100,2004-01-07 09:00,-2.8,,7.3,270,75,3.6,-7,921.3,1023.6,.9,.34,,,0,0,,,1000,0,,-4,,,,
100,2004-01-07 10:00,-1.8,,8.6,270,68,,,,,1,.89,,,,,,,,,,,,,,
100,2004-01-07 11:00,-.8,,8.7,270,61,,,,,1,1.4,,,,,,,,,,,,,,
100,2004-01-07 12:00,.1,,7.2,250,54,3.4,-7.9,920.9,1021.8,1,1.72,,,0,0,,,1000,,,,,,,
100,2004-01-07 13:00,.2,,6.7,270,55,,,,,1,1.71,,,,,,,,,,,,,,
100,2004-01-07 14:00,.6,,6.1,250,48,,,,,1,1.61,,,,,,,,,,,,,,
100,2004-01-07 15:00,.6,,5.5,270,46,3,-9.5,920.5,1021.2,1,1.32,,,0,0,,,1000,0,,7.4,,,,
100,2004-01-07 16:00,-.1,,4.8,270,44,,,,,1,.79,,,,,,,,,,,,,,
100,2004-01-07 17:00,-1.8,,5.1,270,46,,,,,.6,.21,,,,,,,,,,,,,,
100,2004-01-07 18:00,-2.8,,2.3,270,48,2.3,-12.7,922.8,1025.2,0,0,,,0,0,,,1000,,,,,,,
100,2004-01-07 19:00,-3.8,,2.9,270,50,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 20:00,-5.2,,3.1,270,51,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 21:00,-5.8,,.8,360,47,1.8,-16.1,925.5,1029.4,,,,,0,0,,,1000,0,,-8.1,,,,
100,2004-01-07 22:00,-5.3,,1.7,360,45,,,,,,,,,,,,,,,,,,,,
100,2004-01-07 23:00,-6.6,,.9,50,44,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 00:00,-6.8,,.6,250,54,1.9,-15.5,927.1,1031.7,,,,,0,0,,,1200,,,,,,,
100,2004-01-08 01:00,-5.6,,1.9,20,62,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 02:00,-5.8,,1.8,20,62,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 03:00,-6.2,,1.4,20,62,2.2,-13.1,928.3,1032.7,,,,,0,0,,,1500,0,,-8.6,,,,
100,2004-01-08 04:00,-6.6,,1.3,20,63,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 05:00,-6.8,,.6,360,63,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 06:00,-9.6,,1,270,75,2,-14.4,928.7,1034.7,,,,,0,0,,,1500,,,,,,,
100,2004-01-08 07:00,-10.3,,.7,290,78,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 08:00,-11,,1.4,290,83,,,,,0,0,,,,,,,,,,,,,,
100,2004-01-08 09:00,-7.7,,1.8,250,71,2.3,-13,929.9,1035.2,1,.51,,,0,0,,,2500,0,,-9.1,,,,
100,2004-01-08 10:00,-3.8,,2,250,58,,,,,1,1.13,,,,,,,,,,,,,,
100,2004-01-08 11:00,-1.2,,2.1,250,47,,,,,1,1.51,,,,,,,,,,,,,,
100,2004-01-08 12:00,.7,,2.1,230,36,2.4,-12.5,929.2,1030.9,1,1.74,,,2,0,Ci,,2500,,,,,,,
100,2004-01-08 13:00,1.8,,2.3,230,17,,,,,1,1.83,,,,,,,,,,,,,,
100,2004-01-08 14:00,1.8,,2.2,250,18,,,,,1,1.82,,,,,,,,,,,,,,
100,2004-01-08 15:00,.6,,1.4,90,44,2.9,-10.1,927.7,1029.2,1,1.34,,,3,0,Ci,,2500,0,,11.1,,,,
100,2004-01-08 16:00,.7,,2.6,270,24,,,,,1,.62,,,,,,,,,,,,,,
100,2004-01-08 17:00,-1.2,,2.6,270,33,,,,,.4,.28,,,,,,,,,,,,,,
100,2004-01-08 18:00,-2.8,,3.5,270,36,1.7,-16.3,927.8,1030.8,0,.01,,,2,0,Ci,,2500,,,,,,,
100,2004-01-08 19:00,-3.2,,4,270,35,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 20:00,-3.6,,5,270,38,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 21:00,-6,,3.6,270,47,1.7,-16.3,928,1032.4,,,,,4,0,Ci,,2500,0,,-7,,,,
100,2004-01-08 22:00,-8.2,,4,270,60,,,,,,,,,,,,,,,,,,,,
100,2004-01-08 23:00,-8.4,,5.3,250,60,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 00:00,-7.2,,5.1,270,54,1.8,-15.9,926.7,1031.4,,,,,4,0,Ci,,2500,,,,,,,
100,2004-01-09 01:00,-6.4,,5.6,270,54,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 02:00,-6.1,,5,270,53,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 03:00,-7,,4.7,250,58,2,-14.8,926.5,1031.1,,,,,4,0,Ci,,2500,0,,-6.8,,,,
100,2004-01-09 04:00,-6.5,,4.5,250,57,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 05:00,-5.6,,4.2,270,55,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 06:00,-5.1,,5.3,270,56,2.2,-13.2,925.3,1029,,,,,4,0,Ci,,2500,,,,,,,
100,2004-01-09 07:00,-4.6,,6.1,270,56,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 08:00,-3.9,,6.9,270,55,,,,,0,0,,,,,,,,,,,,,,
100,2004-01-09 09:00,-3,,6.5,290,51,2.4,-12.1,924.9,1027.6,0,.05,,,6,5,AcCi,32,2500,0,,-4,,,,
100,2004-01-09 10:00,-2.6,,5.2,270,48,,,,,0,.21,,,,,,,,,,,,,,
100,2004-01-09 11:00,.1,,6.3,270,37,,,,,.5,.9,,,,,,,,,,,,,,
100,2004-01-09 12:00,.8,,8.5,270,27,1.8,-16,922.5,1023.4,1,1.68,,,2,1,AcCi,32,2500,,,,,,,
100,2004-01-09 13:00,1.8,,7.3,270,25,,,,,1,1.78,,,,,,,,,,,,,,
100,2004-01-09 14:00,2.2,,5.7,270,19,,,,,1,1.64,,,,,,,,,,,,,,
100,2004-01-09 15:00,2.3,,5.9,250,17,1.2,-20.3,921.9,1022.1,1,1.35,,,0,0,,,2500,0,,9.1,,,,
100,2004-01-09 16:00,1.1,,6.3,270,15,,,,,1,.85,,,,,,,,,,,,,,
100,2004-01-09 17:00,-.6,,7.9,270,19,,,,,1,.31,,,,,,,,,,,,,,
100,2004-01-09 18:00,-2.1,,6.4,270,38,1.9,-14.9,922.2,1024.2,0,0,,,2,0,Ci,,2000,,,,,,,
100,2004-01-09 19:00,-2.9,,8.2,270,56,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 20:00,-3.4,,9,270,71,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 21:00,-3.8,,9.8,270,73,3.2,-8.4,921.5,1024.2,,,,,2,0,Ci,,2000,0,,-4.7,,,,
100,2004-01-09 22:00,-4.3,,8.3,270,73,,,,,,,,,,,,,,,,,,,,
100,2004-01-09 23:00,-4.6,,9.1,270,71,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 00:00,-4.9,,7.7,270,76,3.1,-9.1,921.7,1024.9,,,,,2,0,Ci,,2000,,,,,,,
100,2004-01-10 01:00,-4.7,,8.1,270,79,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 02:00,-4.4,,6.9,270,77,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 03:00,-3.9,,7.2,270,77,3.4,-7.8,920.6,1023.2,,,,,6,6,Sc,4,1500,0,,-4.7,,,,
100,2004-01-10 04:00,-3.5,,6.2,270,75,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 05:00,-3.4,,6.9,270,72,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 06:00,-3.6,,8.4,270,74,3.3,-8,919.2,1021.6,,,,,6,6,Sc,4,1500,,,,,,,
100,2004-01-10 07:00,-4,,9,270,73,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 08:00,-4.4,,8.8,270,75,,,,,0,0,,,,,,,,,,,,,,
100,2004-01-10 09:00,-3.6,,7.2,270,69,3.1,-8.9,920.4,1022.9,.9,.33,,,2,2,Sc,4,1500,0,,-4.5,,,,
100,2004-01-10 10:00,-2.6,,6.4,270,60,,,,,1,.85,,,,,,,,,,,,,,
100,2004-01-10 11:00,-1.2,,5.2,270,44,,,,,1,1.35,,,,,,,,,,,,,,
100,2004-01-10 12:00,-.2,,5.2,270,37,2.2,-13.2,921.3,1022.5,1,1.71,,,0,0,,,2000,,,,,,,
100,2004-01-10 13:00,.6,,6.5,270,27,,,,,1,1.92,,,,,,,,,,,,,,
100,2004-01-10 14:00,1.8,,3.7,270,22,,,,,1,1.83,,,,,,,,,,,,,,
100,2004-01-10 15:00,1.3,,3.6,270,16,1.1,-21.8,922.5,1023.1,1,1.45,,,2,0,Ci,,2000,0,,10.9,,,,
100,2004-01-10 16:00,-2.4,,1.7,70,62,,,,,1,.82,,,,,,,,,,,,,,
100,2004-01-10 17:00,-4.2,,2.2,90,68,,,,,.7,.28,,,,,,,,,,,,,,
100,2004-01-10 18:00,-5.3,,.9,20,71,2.8,-10.4,924.3,1028,0,.01,,,4,0,Ci,,1800,,,,,,,
100,2004-01-10 19:00,-5.6,,1,20,70,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 20:00,-5.1,,1.3,50,65,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 21:00,-6.6,,.3,360,69,2.4,-12.2,925.2,1029.5,,,,,3,0,Ci,,1500,0,,-7.7,,,,
100,2004-01-10 22:00,-7.9,,.3,320,78,,,,,,,,,,,,,,,,,,,,
100,2004-01-10 23:00,-8.4,,.4,270,81,,,,,,,,,,,,,,,,,,,,
100,2004-01-11 00:00,-8.5,,.3,290,83,2.5,-12,925.5,1030.7,,,,,4,0,Ci,,1500,,,,,,,
100,2004-01-11 01:00,-9.4,,.2,0,84,,,,,,,,,,,,,,,,,,,,
100,2004-01-11 02:00,-10.2,,.3,290,82,,,,,,,,,,,,,,,,,,,,
100,2004-01-11 03:00,-10,,.4,320,81,2.1,-13.9,926.4,1032.3,,,,,0,0,,,1500,0,,-10.6,,,,
100,2004-01-11 04:00,-11.6,,.7,290,87,,,,,,,,,,,,,,,,,,,,
